sample_idx,target_class,formula,n_picks,depth,precision_train,n_tp,n_fp
21,walking,"( ( F[21,76]( (x_0 <= 3.8299) ∧ (x_0 => 2.8454) ) ) ∧ ( (x_4 <= -12.889) ∨ ( G[1,14](x_0 => -0.9749) ) ) )",2,3,0.583333,7,5
22,walking,"( ( ( F[21,76]( (x_0 <= 3.8299) ∧ (x_0 => 2.8454) ) ) ∧ ( (x_4 <= -12.889) ∨ ( G[1,14](x_0 => -0.9749) ) ) ) ∧ ( (x_4 => 0.0892) ∨ ( F[32,inf](x_4 <= -4.4158) ) ) )",3,4,0.375,3,5
23,walking,"( ( ( G[7,95](x_0 <= 19.9228) ) ∧ (x_5 <= 0.0413) ) ∧ ( (x_4 => 0.0892) ∨ ( F[32,inf](x_4 <= -4.4158) ) ) )",2,3,0.75,3,1
24,walking,"( ( ( G[7,95](x_0 <= 19.9228) ) ∧ (x_5 <= 0.0413) ) ∧ ( F[21,76]( (x_0 <= 3.8299) ∧ (x_0 => 2.8454) ) ) )",2,3,0.857143,6,1
25,walking,"( ( F[21,76]( (x_0 <= 3.8299) ∧ (x_0 => 2.8454) ) ) ∧ ( (x_4 => 0.0892) ∨ ( F[32,inf](x_4 <= -4.4158) ) ) )",2,3,0.294118,5,12
26,walking,"( ( ( G[7,95](x_0 <= 19.9228) ) ∧ (x_5 <= 0.0413) ) ∧ ( F[21,76]( (x_0 <= 3.8299) ∧ (x_0 => 2.8454) ) ) )",2,3,0.857143,6,1
27,walking,"( ( ( G[7,95](x_0 <= 19.9228) ) ∧ (x_5 <= 0.0413) ) ∧ ( F[21,76]( (x_0 <= 3.8299) ∧ (x_0 => 2.8454) ) ) )",2,3,0.857143,6,1
28,walking,"( ( F[21,76]( (x_0 <= 3.8299) ∧ (x_0 => 2.8454) ) ) ∧ ( (x_4 <= -12.889) ∨ ( G[1,14](x_0 => -0.9749) ) ) )",2,3,0.583333,7,5
29,walking,"( ( F[21,76]( (x_0 <= 3.8299) ∧ (x_0 => 2.8454) ) ) ∧ ( (x_4 <= -12.889) ∨ ( G[1,14](x_0 => -0.9749) ) ) )",2,3,0.583333,7,5
30,badminton,"( ( F[7,95](x_0 => 24.7451) ) ∨ (x_5 => 4.8637) )",1,2,1.0,10,0
31,badminton,"( ( F[7,95](x_0 => 24.7451) ) ∨ (x_5 => 4.8637) )",1,2,1.0,10,0
32,badminton,"( ( F[7,95](x_0 => 24.7451) ) ∨ (x_5 => 4.8637) )",1,2,1.0,10,0
33,badminton,"( ( F[7,95](x_0 => 24.7451) ) ∨ (x_5 => 4.8637) )",1,2,1.0,10,0
34,badminton,"( ( F[7,95](x_0 => 24.7451) ) ∨ (x_5 => 4.8637) )",1,2,1.0,10,0
35,badminton,"( ( F[7,95](x_0 => 24.7451) ) ∨ (x_5 => 4.8637) )",1,2,1.0,10,0
36,badminton,"( ( F[7,95](x_0 => 24.7451) ) ∨ (x_5 => 4.8637) )",1,2,1.0,10,0
37,badminton,"( (x_4 => 3.1435) ∨ ( F[32,inf](x_4 <= -7.4701) ) )",1,2,1.0,10,0
38,running,"( ( F[7,95](x_0 => 20.2523) ) ∨ (x_5 => 0.3708) )",1,2,0.333333,7,14
39,badminton,"( (x_4 => 3.1435) ∨ ( F[32,inf](x_4 <= -7.4701) ) )",1,2,1.0,10,0
