sample_idx,target_class,formula,n_picks,depth,precision_train,n_tp,n_fp
49,5,"( G[5,inf]( (x_1 <= 0.6908) ∨ ( G(x_0 <= 0.7317) ) ) )",1,3,1.0,3,0
50,1,"( G[23,49](x_0 <= 0.1628) )",1,1,0.833333,5,1
51,6,"( G[39,inf]( (x_0 => 1.7113) ∨ (x_0 <= -0.1961) ) )",1,2,1.0,5,0
52,6,"( G[0,28](x_2 => 0.1013) )",1,1,1.0,5,0
53,5,"( G[5,inf]( (x_1 <= 0.6908) ∨ ( G(x_0 <= 0.7317) ) ) )",1,3,1.0,3,0
54,4,"( ( G[4,7](x_3 <= -1.3311) ) ∨ ( G( (x_3 => -0.0615) ∨ (x_1 => -0.9243) ) ) )",1,3,1.0,4,0
55,1,( G( (x_0 <= -2.0796) ∨ ( (x_0 => -0.7983) ∨ (x_0 => -0.0883) ) ) ),1,3,1.0,3,0
56,1,( G( (x_0 <= -2.0796) ∨ ( (x_0 => -0.7983) ∨ (x_0 => -0.0883) ) ) ),1,3,1.0,3,0
57,4,"( ( G[4,7](x_3 <= -1.3311) ) ∨ ( G( (x_3 => -0.0615) ∨ (x_1 => -0.9243) ) ) )",1,3,1.0,4,0
58,5,( ( (x_0 => -0.9497) ∧ ( G(x_0 <= 1.5546) ) ) ∧ ( (x_3 <= 1.3533) ∧ (x_2 <= 0.455) ) ),1,3,0.833333,5,1
59,3,"( ( F[35,38](x_0 => -0.2431) ) ∧ ( F[9,35](x_3 => 1.8251) ) )",1,2,1.0,5,0
60,6,"( G[39,inf]( (x_0 => 1.7113) ∨ (x_0 <= -0.1961) ) )",1,2,1.0,5,0
61,5,"( G[5,inf]( (x_1 <= 0.6908) ∨ ( G(x_0 <= 0.7317) ) ) )",1,3,1.0,3,0
62,5,"( F[24,35]( (x_0 <= -1.3835) ∨ ( F(x_3 <= -2.0317) ) ) )",1,3,1.0,3,0
63,6,"( G[0,28](x_2 => 0.1013) )",1,1,1.0,5,0
64,3,"( ( F[35,38](x_0 => -0.2431) ) ∧ ( F[9,35](x_3 => 1.8251) ) )",1,2,1.0,5,0
65,3,"( ( (x_0 <= -0.9662) ∧ (x_2 <= -0.3501) ) ∨ ( G[8,inf](x_2 <= 0.0112) ) )",1,2,0.8,4,1
66,6,"( G[39,inf]( (x_0 => 1.7113) ∨ (x_0 <= -0.1961) ) )",1,2,1.0,5,0
67,4,"( ( G[4,7](x_3 <= -1.3311) ) ∨ ( G( (x_3 => -0.0615) ∨ (x_1 => -0.9243) ) ) )",1,3,1.0,4,0
68,5,"( F[24,35]( (x_0 <= -1.3835) ∨ ( F(x_3 <= -2.0317) ) ) )",1,3,1.0,3,0
69,3,"( ( (x_0 <= -0.9662) ∧ (x_2 <= -0.3501) ) ∨ ( G[8,inf](x_2 <= 0.0112) ) )",1,2,0.8,4,1
70,1,( G( (x_0 <= -2.0796) ∨ ( (x_0 => -0.7983) ∨ (x_0 => -0.0883) ) ) ),1,3,1.0,3,0
71,3,"( ( F[35,38](x_0 => -0.2431) ) ∧ ( F[9,35](x_3 => 1.8251) ) )",1,2,1.0,5,0
72,2,"( ( F[38,45]( ( (x_0 <= 2.0732) ∧ (x_1 <= -1.0235) ) ∧ (x_0 => -0.8338) ) ) ∧ ( F[0,28](x_2 <= -0.9481) ) )",2,4,1.0,2,0
73,1,( G( (x_0 <= -2.0796) ∨ ( (x_0 => -0.7983) ∨ (x_0 => -0.0883) ) ) ),1,3,1.0,3,0
74,1,"( G[23,49](x_0 <= 0.1628) )",1,1,0.833333,5,1
75,3,"( ( F[35,38](x_0 => -0.2431) ) ∧ ( F[9,35](x_3 => 1.8251) ) )",1,2,1.0,5,0
76,3,"( (x_0 <= -0.3798) ∧ ( (x_1 => 2.1494) ∨ ( F[30,32](x_2 => 1.4203) ) ) )",1,3,0.8,4,1
77,3,"( ( F[35,38](x_0 => -0.2431) ) ∧ ( F[9,35](x_3 => 1.8251) ) )",1,2,1.0,5,0
78,1,( G( (x_0 <= -2.0796) ∨ ( (x_0 => -0.7983) ∨ (x_0 => -0.0883) ) ) ),1,3,1.0,3,0
79,5,"( G[5,inf]( (x_1 <= 0.6908) ∨ ( G(x_0 <= 0.7317) ) ) )",1,3,1.0,3,0
80,5,"( G[5,inf]( (x_1 <= 0.6908) ∨ ( G(x_0 <= 0.7317) ) ) )",1,3,1.0,3,0
81,6,"( G[0,28](x_2 => 0.1013) )",1,1,1.0,5,0
82,6,"( G[0,28](x_2 => 0.1013) )",1,1,1.0,5,0
83,5,"( G[10,11]( (x_1 <= 0.5587) ∧ (x_0 => 0.0615) ) )",1,2,0.833333,5,1
84,5,"( ( (x_0 => -0.7179) ∧ (x_1 => -3.4781) ) ∧ ( G[38,inf]( F[5,inf](x_1 => -0.1731) ) ) )",1,3,0.8,4,1
85,6,"( G[0,28](x_2 => 0.1013) )",1,1,1.0,5,0
86,4,"( ( G[4,7](x_3 <= -1.3311) ) ∨ ( G( (x_3 => -0.0615) ∨ (x_1 => -0.9243) ) ) )",1,3,1.0,4,0
87,4,"( ( G[4,7](x_3 <= -1.3311) ) ∨ ( G( (x_3 => -0.0615) ∨ (x_1 => -0.9243) ) ) )",1,3,1.0,4,0
88,6,"( G[0,28](x_2 => 0.1013) )",1,1,1.0,5,0
89,5,"( F[24,35]( (x_0 <= -1.3835) ∨ ( F(x_3 <= -2.0317) ) ) )",1,3,1.0,3,0
90,6,"( G[0,28](x_2 => 0.1013) )",1,1,1.0,5,0
91,1,( G( (x_0 <= -2.0796) ∨ ( (x_0 => -0.7983) ∨ (x_0 => -0.0883) ) ) ),1,3,1.0,3,0
92,3,"( ( (x_0 <= -0.9662) ∧ (x_2 <= -0.3501) ) ∨ ( G[8,inf](x_2 <= 0.0112) ) )",1,2,0.8,4,1
93,3,"( ( F[35,38](x_0 => -0.2431) ) ∧ ( F[9,35](x_3 => 1.8251) ) )",1,2,1.0,5,0
94,4,"( G[38,45]( ( (x_0 => 4.2208) ∨ (x_1 => 1.1241) ) ∨ (x_0 <= -2.9814) ) )",1,3,1.0,4,0
95,3,"( ( F(x_3 => 2.2259) ) ∨ ( F[22,25](x_3 => 1.5246) ) )",1,2,1.0,3,0
96,5,"( F[24,35]( (x_0 <= -1.3835) ∨ ( F(x_3 <= -2.0317) ) ) )",1,3,1.0,3,0
97,5,"( F[24,35]( (x_0 <= -1.3835) ∨ ( F(x_3 <= -2.0317) ) ) )",1,3,1.0,3,0
98,1,"( G[23,49](x_0 <= 0.1628) )",1,1,0.833333,5,1
99,3,"( ( (x_0 <= -0.9662) ∧ (x_2 <= -0.3501) ) ∨ ( G[8,inf](x_2 <= 0.0112) ) )",1,2,0.8,4,1
100,6,"( G[0,28](x_2 => 0.1013) )",1,1,1.0,5,0
101,6,"( G[0,28](x_2 => 0.1013) )",1,1,1.0,5,0
102,1,( G( (x_0 <= -2.0796) ∨ ( (x_0 => -0.7983) ∨ (x_0 => -0.0883) ) ) ),1,3,1.0,3,0
103,1,( G( (x_0 <= -2.0796) ∨ ( (x_0 => -0.7983) ∨ (x_0 => -0.0883) ) ) ),1,3,1.0,3,0
104,3,"( ( (x_0 <= -0.9662) ∧ (x_2 <= -0.3501) ) ∨ ( G[8,inf](x_2 <= 0.0112) ) )",1,2,0.8,4,1
105,5,"( G[5,inf]( (x_1 <= 0.6908) ∨ ( G(x_0 <= 0.7317) ) ) )",1,3,1.0,3,0
106,1,( G( (x_0 <= -2.0796) ∨ ( (x_0 => -0.7983) ∨ (x_0 => -0.0883) ) ) ),1,3,1.0,3,0
107,5,"( F[24,35]( (x_0 <= -1.3835) ∨ ( F(x_3 <= -2.0317) ) ) )",1,3,1.0,3,0
108,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
109,6,"( G[0,28](x_2 => 0.1013) )",1,1,1.0,5,0
110,3,"( ( F[35,38](x_0 => -0.2431) ) ∧ ( F[9,35](x_3 => 1.8251) ) )",1,2,1.0,5,0
111,1,( G( (x_0 <= -2.0796) ∨ ( (x_0 => -0.7983) ∨ (x_0 => -0.0883) ) ) ),1,3,1.0,3,0
112,6,"( G[0,28](x_2 => 0.1013) )",1,1,1.0,5,0
113,1,"( ( G[10,12](x_1 => 0.546) ) ∧ (x_2 <= 0.1155) )",1,2,0.8,4,1
114,1,( G( (x_0 <= -2.0796) ∨ ( (x_0 => -0.7983) ∨ (x_0 => -0.0883) ) ) ),1,3,1.0,3,0
115,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
116,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
117,3,"( ( F[35,38](x_0 => -0.2431) ) ∧ ( F[9,35](x_3 => 1.8251) ) )",1,2,1.0,5,0
118,5,"( G[5,inf]( (x_1 <= 0.6908) ∨ ( G(x_0 <= 0.7317) ) ) )",1,3,1.0,3,0
119,6,"( G[0,28](x_2 => 0.1013) )",1,1,1.0,5,0
120,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
121,3,"( ( F[35,38](x_0 => -0.2431) ) ∧ ( F[9,35](x_3 => 1.8251) ) )",1,2,1.0,5,0
122,4,"( ( G[4,7](x_3 <= -1.3311) ) ∨ ( G( (x_3 => -0.0615) ∨ (x_1 => -0.9243) ) ) )",1,3,1.0,4,0
123,3,"( ( F[35,38](x_0 => -0.2431) ) ∧ ( F[9,35](x_3 => 1.8251) ) )",1,2,1.0,5,0
124,5,"( F[24,35]( (x_0 <= -1.3835) ∨ ( F(x_3 <= -2.0317) ) ) )",1,3,1.0,3,0
125,3,"( ( ( F[30,32](x_3 => 0.986) ) ∧ ( G[7,inf](x_2 => -0.9235) ) ) ∧ ( F[21,43]( (x_0 <= 0.232) ∧ (x_0 => 0.0411) ) ) )",2,3,1.0,2,0
126,5,"( F[24,35]( (x_0 <= -1.3835) ∨ ( F(x_3 <= -2.0317) ) ) )",1,3,1.0,3,0
127,1,( G( (x_0 <= -2.0796) ∨ ( (x_0 => -0.7983) ∨ (x_0 => -0.0883) ) ) ),1,3,1.0,3,0
128,6,"( G[39,inf]( (x_0 => 1.7113) ∨ (x_0 <= -0.1961) ) )",1,2,1.0,5,0
129,1,( G( (x_0 <= -2.0796) ∨ ( (x_0 => -0.7983) ∨ (x_0 => -0.0883) ) ) ),1,3,1.0,3,0
130,4,"( G[38,45]( ( (x_0 => 4.2208) ∨ (x_1 => 1.1241) ) ∨ (x_0 <= -2.9814) ) )",1,3,1.0,4,0
131,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
132,1,( G( (x_0 <= -2.0796) ∨ ( (x_0 => -0.7983) ∨ (x_0 => -0.0883) ) ) ),1,3,1.0,3,0
133,3,"( (x_0 <= -0.3798) ∧ ( (x_1 => 2.1494) ∨ ( F[30,32](x_2 => 1.4203) ) ) )",1,3,0.8,4,1
134,2,"( ( F[0,28](x_2 <= -0.9481) ) ∧ ( ( G(x_3 <= 1.2286) ) ∨ ( (x_3 <= 0.2445) ∧ (x_3 => -0.1613) ) ) )",2,3,0.666667,2,1
135,1,( G( (x_0 <= -2.0796) ∨ ( (x_0 => -0.7983) ∨ (x_0 => -0.0883) ) ) ),1,3,1.0,3,0
136,1,( G( (x_0 <= -2.0796) ∨ ( (x_0 => -0.7983) ∨ (x_0 => -0.0883) ) ) ),1,3,1.0,3,0
137,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
138,6,"( G[0,28](x_2 => 0.1013) )",1,1,1.0,5,0
139,5,"( F[24,35]( (x_0 <= -1.3835) ∨ ( F(x_3 <= -2.0317) ) ) )",1,3,1.0,3,0
140,1,"( G[23,49](x_0 <= 0.1628) )",1,1,0.833333,5,1
141,5,"( G[5,inf]( (x_1 <= 0.6908) ∨ ( G(x_0 <= 0.7317) ) ) )",1,3,1.0,3,0
142,1,( G( (x_0 <= -2.0796) ∨ ( (x_0 => -0.7983) ∨ (x_0 => -0.0883) ) ) ),1,3,1.0,3,0
143,4,"( G[38,45]( ( (x_0 => 4.2208) ∨ (x_1 => 1.1241) ) ∨ (x_0 <= -2.9814) ) )",1,3,1.0,4,0
144,3,"( (x_0 <= -0.3798) ∧ ( (x_1 => 2.1494) ∨ ( F[30,32](x_2 => 1.4203) ) ) )",1,3,0.8,4,1
145,3,"( (x_0 <= -0.3798) ∧ ( (x_1 => 2.1494) ∨ ( F[30,32](x_2 => 1.4203) ) ) )",1,3,0.8,4,1
146,3,"( ( F[35,38](x_0 => -0.2431) ) ∧ ( F[9,35](x_3 => 1.8251) ) )",1,2,1.0,5,0
147,4,"( G[38,45]( ( (x_0 => 4.2208) ∨ (x_1 => 1.1241) ) ∨ (x_0 <= -2.9814) ) )",1,3,1.0,4,0
148,2,"( ( F[38,45]( ( (x_0 <= 2.0732) ∧ (x_1 <= -1.0235) ) ∧ (x_0 => -0.8338) ) ) ∧ ( G[39,inf]( (x_0 => 0.8791) ∨ (x_0 <= 0.636) ) ) )",2,4,0.75,3,1
149,5,"( F[24,35]( (x_0 <= -1.3835) ∨ ( F(x_3 <= -2.0317) ) ) )",1,3,1.0,3,0
150,4,"( ( G[4,7](x_3 <= -1.3311) ) ∨ ( G( (x_3 => -0.0615) ∨ (x_1 => -0.9243) ) ) )",1,3,1.0,4,0
151,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
152,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
153,6,"( G[0,28](x_2 => 0.1013) )",1,1,1.0,5,0
154,4,"( ( G[4,7](x_3 <= -1.3311) ) ∨ ( G( (x_3 => -0.0615) ∨ (x_1 => -0.9243) ) ) )",1,3,1.0,4,0
155,1,( G( (x_0 <= -2.0796) ∨ ( (x_0 => -0.7983) ∨ (x_0 => -0.0883) ) ) ),1,3,1.0,3,0
156,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
157,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
158,4,"( G[38,45]( ( (x_0 => 4.2208) ∨ (x_1 => 1.1241) ) ∨ (x_0 <= -2.9814) ) )",1,3,1.0,4,0
159,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
160,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
161,3,"( ( F[35,38](x_0 => -0.2431) ) ∧ ( F[9,35](x_3 => 1.8251) ) )",1,2,1.0,5,0
162,4,"( G[38,45]( ( (x_0 => 4.2208) ∨ (x_1 => 1.1241) ) ∨ (x_0 <= -2.9814) ) )",1,3,1.0,4,0
163,5,"( ( (x_0 => -0.7179) ∧ (x_1 => -3.4781) ) ∧ ( G[38,inf]( F[5,inf](x_1 => -0.1731) ) ) )",1,3,0.8,4,1
164,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
165,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
166,4,"( ( G[4,7](x_3 <= -1.3311) ) ∨ ( G( (x_3 => -0.0615) ∨ (x_1 => -0.9243) ) ) )",1,3,1.0,4,0
167,4,"( ( G[4,7](x_3 <= -1.3311) ) ∨ ( G( (x_3 => -0.0615) ∨ (x_1 => -0.9243) ) ) )",1,3,1.0,4,0
168,3,"( ( F[35,38](x_0 => -0.2431) ) ∧ ( F[9,35](x_3 => 1.8251) ) )",1,2,1.0,5,0
169,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
170,5,"( G[10,11]( (x_1 <= 0.5587) ∧ (x_0 => 0.0615) ) )",1,2,0.833333,5,1
171,3,"( ( F(x_3 => 2.2259) ) ∨ ( F[22,25](x_3 => 1.5246) ) )",1,2,1.0,3,0
172,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
173,6,"( G[0,28](x_2 => 0.1013) )",1,1,1.0,5,0
174,3,"( ( F[35,38](x_0 => -0.2431) ) ∧ ( F[9,35](x_3 => 1.8251) ) )",1,2,1.0,5,0
175,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
176,1,( G( (x_0 <= -2.0796) ∨ ( (x_0 => -0.7983) ∨ (x_0 => -0.0883) ) ) ),1,3,1.0,3,0
177,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
178,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
179,4,"( G[38,45]( ( (x_0 => 4.2208) ∨ (x_1 => 1.1241) ) ∨ (x_0 <= -2.9814) ) )",1,3,1.0,4,0
180,1,( G( (x_0 <= -2.0796) ∨ ( (x_0 => -0.7983) ∨ (x_0 => -0.0883) ) ) ),1,3,1.0,3,0
181,3,"( ( F[35,38](x_0 => -0.2431) ) ∧ ( F[9,35](x_3 => 1.8251) ) )",1,2,1.0,5,0
182,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
183,5,"( G[5,inf]( (x_1 <= 0.6908) ∨ ( G(x_0 <= 0.7317) ) ) )",1,3,1.0,3,0
184,3,"( ( F[35,38](x_0 => -0.2431) ) ∧ ( F[9,35](x_3 => 1.8251) ) )",1,2,1.0,5,0
185,5,"( F[24,35]( (x_0 <= -1.3835) ∨ ( F(x_3 <= -2.0317) ) ) )",1,3,1.0,3,0
186,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
187,1,( G( (x_0 <= -2.0796) ∨ ( (x_0 => -0.7983) ∨ (x_0 => -0.0883) ) ) ),1,3,1.0,3,0
188,6,"( G[0,28](x_2 => 0.1013) )",1,1,1.0,5,0
189,3,"( ( (x_0 <= -0.9662) ∧ (x_2 <= -0.3501) ) ∨ ( G[8,inf](x_2 <= 0.0112) ) )",1,2,0.8,4,1
190,1,( G( (x_0 <= -2.0796) ∨ ( (x_0 => -0.7983) ∨ (x_0 => -0.0883) ) ) ),1,3,1.0,3,0
191,5,"( F[24,35]( (x_0 <= -1.3835) ∨ ( F(x_3 <= -2.0317) ) ) )",1,3,1.0,3,0
192,3,"( ( F[35,38](x_0 => -0.2431) ) ∧ ( F[9,35](x_3 => 1.8251) ) )",1,2,1.0,5,0
193,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
194,1,( G( (x_0 <= -2.0796) ∨ ( (x_0 => -0.7983) ∨ (x_0 => -0.0883) ) ) ),1,3,1.0,3,0
195,4,"( ( G[4,7](x_3 <= -1.3311) ) ∨ ( G( (x_3 => -0.0615) ∨ (x_1 => -0.9243) ) ) )",1,3,1.0,4,0
196,4,"( ( G[4,7](x_3 <= -1.3311) ) ∨ ( G( (x_3 => -0.0615) ∨ (x_1 => -0.9243) ) ) )",1,3,1.0,4,0
197,1,"( G[23,49](x_0 <= 0.1628) )",1,1,0.833333,5,1
198,3,"( ( F[35,38](x_0 => -0.2431) ) ∧ ( F[9,35](x_3 => 1.8251) ) )",1,2,1.0,5,0
199,1,( G( (x_0 <= -2.0796) ∨ ( (x_0 => -0.7983) ∨ (x_0 => -0.0883) ) ) ),1,3,1.0,3,0
200,1,"( ( G[21,43]( (x_0 => 0.6656) ∨ (x_0 <= -0.3925) ) ) ∧ ( F[0,28](x_2 <= -0.8064) ) )",2,3,1.0,3,0
201,1,( G( (x_0 <= -2.0796) ∨ ( (x_0 => -0.7983) ∨ (x_0 => -0.0883) ) ) ),1,3,1.0,3,0
202,2,"( ( G[30,32](x_3 <= -0.3091) ) ∨ ( F[7,inf](x_2 <= -2.2187) ) )",1,2,1.0,5,0
203,4,"( ( G[4,7](x_3 <= -1.3311) ) ∨ ( G( (x_3 => -0.0615) ∨ (x_1 => -0.9243) ) ) )",1,3,1.0,4,0
204,5,"( G[5,inf]( (x_1 <= 0.6908) ∨ ( G(x_0 <= 0.7317) ) ) )",1,3,1.0,3,0
205,5,"( F[24,35]( (x_0 <= -1.3835) ∨ ( F(x_3 <= -2.0317) ) ) )",1,3,1.0,3,0
