sample_idx,target_class,formula,n_picks,depth,precision_train,n_tp,n_fp
22,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) ) ∧ ( F( (x_46 => 0.2299) ∧ ( G[0,inf](x_31 => -0.1525) ) ) ) )",4,6,0.75,12,4
23,normal,"( ( ( ( F( (x_46 => 0.2299) ∧ ( G[0,inf](x_31 => -0.1525) ) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( ( G(x_40 => -0.0206) ) ∧ ( F[314,inf]( (x_46 <= 6.1463) ∧ (x_49 => 0.182) ) ) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) )",4,6,0.65,13,7
24,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) )",4,6,0.928571,13,1
25,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) )",4,6,0.928571,13,1
26,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
27,normal,"( ( ( ( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( ( G(x_40 => -0.0206) ) ∧ ( F[314,inf]( (x_46 <= 6.1463) ∧ (x_49 => 0.182) ) ) ) ) ∧ ( F( (x_46 => 0.2299) ∧ ( G[0,inf](x_31 => -0.1525) ) ) ) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) ) ∧ ( ( F(x_54 => 1.5928) ) ∧ ( (x_39 <= 1.4138) ∧ ( (x_37 <= 6.1926) ∨ (x_9 => 0.7715) ) ) ) ) ∧ ( ( F(x_28 => 0.0559) ) ∧ ( F[19,68]( G(x_0 <= 0.5885) ) ) ) )",7,9,0.642857,9,5
28,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) )",4,6,0.928571,13,1
29,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) ) ∧ ( F( (x_46 => 0.2299) ∧ ( G[0,inf](x_31 => -0.1525) ) ) ) )",4,6,0.75,12,4
30,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
31,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
32,abnormal,"( G( (x_46 <= 0.2299) ∨ ( F[0,inf](x_31 <= -0.1525) ) ) )",1,3,0.840708,95,18
33,normal,"( ( ( ( ( ( F(x_28 => 0.0559) ) ∧ ( F[19,68]( G(x_0 <= 0.5885) ) ) ) ∧ ( ( F(x_54 => 1.5928) ) ∧ ( (x_39 <= 1.4138) ∧ ( (x_37 <= 6.1926) ∨ (x_9 => 0.7715) ) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) )",5,7,1.0,6,0
34,normal,"( ( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( ( G(x_40 => -0.0206) ) ∧ ( F[314,inf]( (x_46 <= 6.1463) ∧ (x_49 => 0.182) ) ) ) ) ∧ ( ( F(x_54 => 1.5928) ) ∧ ( (x_39 <= 1.4138) ∧ ( (x_37 <= 6.1926) ∨ (x_9 => 0.7715) ) ) ) ) ∧ ( ( F(x_28 => 0.0559) ) ∧ ( F[19,68]( G(x_0 <= 0.5885) ) ) ) )",5,7,0.6,9,6
35,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) ) ∧ ( F( (x_46 => 0.2299) ∧ ( G[0,inf](x_31 => -0.1525) ) ) ) )",4,6,0.75,12,4
36,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( F[40,54]( (x_25 <= 13.8042) ∧ (x_58 => 1.6441) ) ) )",4,6,0.785714,11,3
37,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) )",4,6,0.928571,13,1
38,normal,"( ( ( ( ( G[5,136]( (x_37 <= 20.2865) ∧ (x_60 => 0.0034) ) ) ∧ ( ( F(x_28 => 0.0559) ) ∧ ( F[19,68]( G(x_0 <= 0.5885) ) ) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) ) ∧ ( ( G(x_40 => -0.0206) ) ∧ ( F[314,inf]( (x_46 <= 6.1463) ∧ (x_49 => 0.182) ) ) ) )",5,7,0.727273,8,3
39,normal,"( ( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( F( (x_46 => 0.2299) ∧ ( G[0,inf](x_31 => -0.1525) ) ) ) ) ∧ ( ( G(x_40 => -0.0206) ) ∧ ( F[314,inf]( (x_46 <= 6.1463) ∧ (x_49 => 0.182) ) ) ) )",5,7,0.75,12,4
40,normal,"( ( ( ( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) ) ∧ ( ( G[236,281](x_40 => -0.0615) ) ∧ (x_51 => 0.0429) ) ) ∧ ( ( F(x_54 => 1.5928) ) ∧ ( (x_39 <= 1.4138) ∧ ( (x_37 <= 6.1926) ∨ (x_9 => 0.7715) ) ) ) ) ∧ ( F[383,397]( G[6,7](x_57 => 1.0194) ) ) ) ∧ ( F[40,54]( (x_25 <= 13.8042) ∧ (x_58 => 1.6441) ) ) )",7,9,0.636364,7,4
41,normal,"( ( ( ( ( ( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[383,397]( G[6,7](x_57 => 1.0194) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) ) ∧ ( ( F(x_54 => 1.5928) ) ∧ ( (x_39 <= 1.4138) ∧ ( (x_37 <= 6.1926) ∨ (x_9 => 0.7715) ) ) ) ) ∧ ( ( G(x_40 => -0.0206) ) ∧ ( F[314,inf]( (x_46 <= 6.1463) ∧ (x_49 => 0.182) ) ) ) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) ) ∧ ( ( G[236,281](x_40 => -0.0615) ) ∧ (x_51 => 0.0429) ) ) ∧ ( F( (x_46 => 0.2299) ∧ ( G[0,inf](x_31 => -0.1525) ) ) ) ) ∧ ( F[40,54]( (x_25 <= 13.8042) ∧ (x_58 => 1.6441) ) ) )",9,11,0.625,10,6
42,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( ( G(x_40 => -0.0206) ) ∧ ( F[314,inf]( (x_46 <= 6.1463) ∧ (x_49 => 0.182) ) ) ) )",4,6,0.714286,15,6
43,normal,"( ( ( ( ( ( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) ) ∧ ( ( G(x_40 => -0.0206) ) ∧ ( F[314,inf]( (x_46 <= 6.1463) ∧ (x_49 => 0.182) ) ) ) ) ∧ ( ( F(x_54 => 1.5928) ) ∧ ( (x_39 <= 1.4138) ∧ ( (x_37 <= 6.1926) ∨ (x_9 => 0.7715) ) ) ) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) ) ∧ ( ( G[236,281](x_40 => -0.0615) ) ∧ (x_51 => 0.0429) ) ) ∧ ( F( (x_46 => 0.2299) ∧ ( G[0,inf](x_31 => -0.1525) ) ) ) ) ∧ ( F[40,54]( (x_25 <= 13.8042) ∧ (x_58 => 1.6441) ) ) )",9,11,0.6,6,4
44,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
45,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
46,normal,"( ( ( ( ( F(x_54 => 1.5928) ) ∧ ( (x_39 <= 1.4138) ∧ ( (x_37 <= 6.1926) ∨ (x_9 => 0.7715) ) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[383,397]( G[6,7](x_57 => 1.0194) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) )",4,6,0.823529,14,3
47,normal,"( ( ( ( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( G[5,136]( (x_37 <= 20.2865) ∧ (x_60 => 0.0034) ) ) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) ) ∧ ( ( F(x_28 => 0.0559) ) ∧ ( F[19,68]( G(x_0 <= 0.5885) ) ) ) ) ∧ ( ( F(x_54 => 1.5928) ) ∧ ( (x_39 <= 1.4138) ∧ ( (x_37 <= 6.1926) ∨ (x_9 => 0.7715) ) ) ) ) ∧ ( F( (x_46 => 0.2299) ∧ ( G[0,inf](x_31 => -0.1525) ) ) ) )",7,9,0.714286,10,4
48,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( G[5,136]( (x_37 <= 20.2865) ∧ (x_60 => 0.0034) ) ) )",4,6,0.769231,10,3
49,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
50,normal,"( ( ( ( G[5,136]( (x_37 <= 20.2865) ∧ (x_60 => 0.0034) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) ) ∧ ( ( F(x_54 => 1.5928) ) ∧ ( (x_39 <= 1.4138) ∧ ( (x_37 <= 6.1926) ∨ (x_9 => 0.7715) ) ) ) )",4,5,0.75,12,4
51,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[383,397]( G[6,7](x_57 => 1.0194) ) ) ) ∧ ( F[40,54]( (x_25 <= 13.8042) ∧ (x_58 => 1.6441) ) ) )",4,6,0.8125,13,3
52,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
53,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
54,normal,"( ( ( ( F( (x_46 => 0.2299) ∧ ( G[0,inf](x_31 => -0.1525) ) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( ( G(x_40 => -0.0206) ) ∧ ( F[314,inf]( (x_46 <= 6.1463) ∧ (x_49 => 0.182) ) ) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) )",4,6,0.65,13,7
55,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
56,normal,"( ( ( ( ( F(x_54 => 1.5928) ) ∧ ( (x_39 <= 1.4138) ∧ ( (x_37 <= 6.1926) ∨ (x_9 => 0.7715) ) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) ) ∧ ( ( G(x_40 => -0.0206) ) ∧ ( F[314,inf]( (x_46 <= 6.1463) ∧ (x_49 => 0.182) ) ) ) )",4,6,0.764706,13,4
57,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[383,397]( G[6,7](x_57 => 1.0194) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) )",4,6,0.833333,15,3
58,abnormal,( (x_2 <= -0.3239) ∨ ( ( G(x_53 <= 1.0552) ) ∨ (x_45 => 0.9265) ) ),1,3,0.863248,101,16
59,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
