sample_idx,target_class,formula,n_picks,depth,precision_train,n_tp,n_fp
66,2.0,"( ( F[39,184]( ( (x_1 <= -1.257) ∨ (x_0 => 1.4774) ) ∧ (x_0 <= -1.8835) ) ) ∧ ( G( F[54,147](x_0 => 0.8534) ) ) )",2,4,1.0,8,0
67,2.0,"( ( (x_0 => 2.1276) ∨ ( F[99,132](x_1 <= -1.5907) ) ) ∧ ( G( F[33,88](x_2 <= 0.1601) ) ) )",2,3,1.0,14,0
68,2.0,"( ( (x_0 => 2.1276) ∨ ( F[99,132](x_1 <= -1.5907) ) ) ∧ ( G( F[33,88](x_2 <= 0.1601) ) ) )",2,3,1.0,14,0
69,2.0,"( ( (x_0 => 2.1276) ∨ ( F[99,132](x_1 <= -1.5907) ) ) ∧ ( G( F[54,147](x_0 => 0.8534) ) ) )",2,3,1.0,9,0
70,2.0,"( ( (x_0 => 2.1276) ∨ ( F[99,132](x_1 <= -1.5907) ) ) ∧ ( G( F[54,147](x_0 => 0.8534) ) ) )",2,3,1.0,9,0
71,2.0,"( ( (x_0 => 2.1276) ∨ ( F[99,132](x_1 <= -1.5907) ) ) ∧ ( G( F[33,88](x_2 <= 0.1601) ) ) )",2,3,1.0,14,0
72,2.0,"( ( (x_0 => 2.1276) ∨ ( F[99,132](x_1 <= -1.5907) ) ) ∧ ( G( F[33,88](x_2 <= 0.1601) ) ) )",2,3,1.0,14,0
73,2.0,"( ( ( F[18,27](x_1 => -0.6475) ) ∧ ( F( (x_1 <= -1.7818) ∧ (x_0 <= -1.7761) ) ) ) ∧ ( G( F[54,147](x_0 => 0.8534) ) ) )",2,4,1.0,8,0
74,2.0,"( ( (x_0 => 2.1276) ∨ ( F[99,132](x_1 <= -1.5907) ) ) ∧ ( G( F[33,88](x_2 <= 0.1601) ) ) )",2,3,1.0,14,0
75,2.0,"( ( (x_0 => 2.1276) ∨ ( F[99,132](x_1 <= -1.5907) ) ) ∧ ( G( F[54,147](x_0 => 0.8534) ) ) )",2,3,1.0,9,0
76,2.0,"( ( G[261,inf](x_1 => -0.1246) ) ∧ (x_1 => -0.185) )",1,2,0.769231,10,3
77,2.0,"( ( (x_0 => 2.1276) ∨ ( F[99,132](x_1 <= -1.5907) ) ) ∧ ( G( F[54,147](x_0 => 0.8534) ) ) )",2,3,1.0,9,0
78,2.0,"( ( G[261,inf](x_1 => -0.1246) ) ∧ (x_1 => -0.185) )",1,2,0.769231,10,3
79,2.0,"( ( (x_0 => 2.1276) ∨ ( F[99,132](x_1 <= -1.5907) ) ) ∧ ( G( F[33,88](x_2 <= 0.1601) ) ) )",2,3,1.0,14,0
80,3.0,"( ( ( G[249,inf](x_0 => -0.4686) ) ∧ (x_1 <= -0.2945) ) ∧ ( G[44,167]( (x_0 => 2.9509) ∨ (x_0 <= 0.6917) ) ) )",2,3,1.0,9,0
81,3.0,"( ( G[181,inf]( (x_0 => -0.4677) ∨ (x_2 => 2.873) ) ) ∧ ( ( G[42,114]( (x_1 => 3.4436) ∨ (x_1 <= 0.5983) ) ) ∧ ( F[106,174](x_0 <= -0.7689) ) ) )",2,4,1.0,7,0
82,3.0,"( ( ( G[249,inf](x_0 => -0.4686) ) ∧ (x_1 <= -0.2945) ) ∧ ( G[216,inf]( (x_0 => 0.1575) ∨ (x_0 <= -0.8025) ) ) )",2,3,1.0,10,0
83,3.0,"( ( G[216,inf]( (x_0 => 0.1575) ∨ (x_0 <= -0.8025) ) ) ∧ ( ( G[42,114]( (x_1 => 3.4436) ∨ (x_1 <= 0.5983) ) ) ∧ ( F[106,174](x_0 <= -0.7689) ) ) )",2,4,1.0,6,0
84,5.0,"( G[28,163](x_1 => -0.3911) )",1,1,0.833333,15,3
85,3.0,"( ( G[216,inf]( (x_0 => 0.1575) ∨ (x_0 <= -0.8025) ) ) ∧ ( ( G[249,inf](x_0 => -0.4686) ) ∧ (x_1 <= -0.2945) ) )",2,3,1.0,10,0
86,3.0,"( ( G[216,inf]( (x_0 => 0.1575) ∨ (x_0 <= -0.8025) ) ) ∧ ( ( G[249,inf](x_0 => -0.4686) ) ∧ (x_1 <= -0.2945) ) )",2,3,1.0,10,0
87,5.0,"( G[28,163](x_1 => -0.3911) )",1,1,0.833333,15,3
88,3.0,"( ( G[216,inf]( (x_0 => 0.1575) ∨ (x_0 <= -0.8025) ) ) ∧ ( ( G[249,inf](x_0 => -0.4686) ) ∧ (x_1 <= -0.2945) ) )",2,3,1.0,10,0
89,3.0,"( ( ( G[249,inf](x_0 => -0.4686) ) ∧ (x_1 <= -0.2945) ) ∧ ( G[44,167]( (x_0 => 2.9509) ∨ (x_0 <= 0.6917) ) ) )",2,3,1.0,9,0
90,5.0,"( G[28,163](x_1 => -0.3911) )",1,1,0.833333,15,3
91,3.0,"( ( ( G[249,inf](x_0 => -0.4686) ) ∧ (x_1 <= -0.2945) ) ∧ ( G[216,inf]( (x_0 => 0.1575) ∨ (x_0 <= -0.8025) ) ) )",2,3,1.0,10,0
92,3.0,"( ( G[216,inf]( (x_0 => 0.1575) ∨ (x_0 <= -0.8025) ) ) ∧ ( ( G[249,inf](x_0 => -0.4686) ) ∧ (x_1 <= -0.2945) ) )",2,3,1.0,10,0
93,3.0,"( ( G[216,inf]( (x_0 => 0.1575) ∨ (x_0 <= -0.8025) ) ) ∧ ( ( G[249,inf](x_0 => -0.4686) ) ∧ (x_1 <= -0.2945) ) )",2,3,1.0,10,0
94,3.0,"( ( ( G[249,inf](x_0 => -0.4686) ) ∧ (x_1 <= -0.2945) ) ∧ ( G[216,inf]( (x_0 => 0.1575) ∨ (x_0 <= -0.8025) ) ) )",2,3,1.0,10,0
95,3.0,"( ( G[216,inf]( (x_0 => 0.1575) ∨ (x_0 <= -0.8025) ) ) ∧ ( ( G[249,inf](x_0 => -0.4686) ) ∧ (x_1 <= -0.2945) ) )",2,3,1.0,10,0
96,3.0,"( ( ( G[249,inf](x_0 => -0.4686) ) ∧ (x_1 <= -0.2945) ) ∧ ( G[216,inf]( (x_0 => 0.1575) ∨ (x_0 <= -0.8025) ) ) )",2,3,1.0,10,0
97,3.0,"( ( G[216,inf]( (x_0 => 0.1575) ∨ (x_0 <= -0.8025) ) ) ∧ ( ( G[249,inf](x_0 => -0.4686) ) ∧ (x_1 <= -0.2945) ) )",2,3,1.0,10,0
98,3.0,"( ( G[216,inf]( (x_0 => 0.1575) ∨ (x_0 <= -0.8025) ) ) ∧ ( ( F(x_2 <= -1.5242) ) ∧ ( F[149,inf](x_2 => 1.3719) ) ) )",2,3,0.857143,6,1
99,3.0,"( ( ( G[249,inf](x_0 => -0.4686) ) ∧ (x_1 <= -0.2945) ) ∧ ( G[216,inf]( (x_0 => 0.1575) ∨ (x_0 <= -0.8025) ) ) )",2,3,1.0,10,0
100,3.0,"( ( ( G[249,inf](x_0 => -0.4686) ) ∧ (x_1 <= -0.2945) ) ∧ ( G( ( F[160,172](x_2 <= -1.4093) ) ∨ (x_0 <= 0.3188) ) ) )",2,4,0.909091,10,1
101,3.0,"( ( G[216,inf]( (x_0 => 0.1575) ∨ (x_0 <= -0.8025) ) ) ∧ ( ( G[42,114]( (x_1 => 3.4436) ∨ (x_1 <= 0.5983) ) ) ∧ ( F[106,174](x_0 <= -0.7689) ) ) )",2,4,1.0,6,0
102,3.0,"( ( ( G[249,inf](x_0 => -0.4686) ) ∧ (x_1 <= -0.2945) ) ∧ ( G[216,inf]( (x_0 => 0.1575) ∨ (x_0 <= -0.8025) ) ) )",2,3,1.0,10,0
103,5.0,"( G[28,163](x_1 => -0.3911) )",1,1,0.833333,15,3
104,3.0,"( ( G[216,inf]( (x_0 => 0.1575) ∨ (x_0 <= -0.8025) ) ) ∧ ( ( G[249,inf](x_0 => -0.4686) ) ∧ (x_1 <= -0.2945) ) )",2,3,1.0,10,0
105,3.0,"( ( ( G[249,inf](x_0 => -0.4686) ) ∧ (x_1 <= -0.2945) ) ∧ ( G[216,inf]( (x_0 => 0.1575) ∨ (x_0 <= -0.8025) ) ) )",2,3,1.0,10,0
106,3.0,"( ( ( G[249,inf](x_0 => -0.4686) ) ∧ (x_1 <= -0.2945) ) ∧ ( G[216,inf]( (x_0 => 0.1575) ∨ (x_0 <= -0.8025) ) ) )",2,3,1.0,10,0
107,3.0,"( ( G[216,inf]( (x_0 => 0.1575) ∨ (x_0 <= -0.8025) ) ) ∧ ( ( G[57,106](x_0 <= -0.3788) ) ∨ ( (x_2 <= -2.4251) ∧ (x_2 => -0.1047) ) ) )",2,3,1.0,8,0
108,3.0,"( ( ( G[249,inf](x_0 => -0.4686) ) ∧ (x_1 <= -0.2945) ) ∧ ( G[44,167]( (x_0 => 2.9509) ∨ (x_0 <= 0.6917) ) ) )",2,3,1.0,9,0
109,3.0,"( ( G[216,inf]( (x_0 => 0.1575) ∨ (x_0 <= -0.8025) ) ) ∧ ( ( G[249,inf](x_0 => -0.4686) ) ∧ (x_1 <= -0.2945) ) )",2,3,1.0,10,0
110,3.0,"( ( G[216,inf]( (x_0 => 0.1575) ∨ (x_0 <= -0.8025) ) ) ∧ ( ( G[249,inf](x_0 => -0.4686) ) ∧ (x_1 <= -0.2945) ) )",2,3,1.0,10,0
111,3.0,"( ( ( G[249,inf](x_0 => -0.4686) ) ∧ (x_1 <= -0.2945) ) ∧ ( G[216,inf]( (x_0 => 0.1575) ∨ (x_0 <= -0.8025) ) ) )",2,3,1.0,10,0
112,3.0,"( ( ( G[249,inf](x_0 => -0.4686) ) ∧ (x_1 <= -0.2945) ) ∧ ( G[216,inf]( (x_0 => 0.1575) ∨ (x_0 <= -0.8025) ) ) )",2,3,1.0,10,0
113,5.0,"( F[135,147]( (x_1 => 1.5727) ∨ (x_2 => 0.1845) ) )",1,2,0.175439,10,47
114,3.0,"( ( G[216,inf]( (x_0 => 0.1575) ∨ (x_0 <= -0.8025) ) ) ∧ ( ( G[249,inf](x_0 => -0.4686) ) ∧ (x_1 <= -0.2945) ) )",2,3,1.0,10,0
115,3.0,"( ( G[216,inf]( (x_0 => 0.1575) ∨ (x_0 <= -0.8025) ) ) ∧ ( ( G[249,inf](x_0 => -0.4686) ) ∧ (x_1 <= -0.2945) ) )",2,3,1.0,10,0
116,3.0,"( ( ( G[249,inf](x_0 => -0.4686) ) ∧ (x_1 <= -0.2945) ) ∧ ( G[216,inf]( (x_0 => 0.1575) ∨ (x_0 <= -0.8025) ) ) )",2,3,1.0,10,0
117,3.0,"( ( ( G[249,inf](x_0 => -0.4686) ) ∧ (x_1 <= -0.2945) ) ∧ ( G[216,inf]( (x_0 => 0.1575) ∨ (x_0 <= -0.8025) ) ) )",2,3,1.0,10,0
118,3.0,"( ( ( G[249,inf](x_0 => -0.4686) ) ∧ (x_1 <= -0.2945) ) ∧ ( G[44,167]( (x_0 => 2.9509) ∨ (x_0 <= 0.6917) ) ) )",2,3,1.0,9,0
119,3.0,"( ( G[216,inf]( (x_0 => 0.1575) ∨ (x_0 <= -0.8025) ) ) ∧ ( ( G[249,inf](x_0 => -0.4686) ) ∧ (x_1 <= -0.2945) ) )",2,3,1.0,10,0
120,5.0,"( (x_2 => 0.293) ∧ ( G[269,inf](x_1 <= -0.5515) ) )",1,2,0.75,12,4
121,4.0,"( ( G( (x_1 => -0.5148) ∨ (x_2 => -0.6786) ) ) ∨ ( F[159,inf](x_1 => 4.0209) ) )",1,3,0.769231,10,3
122,5.0,"( G[28,163](x_1 => -0.3911) )",1,1,0.833333,15,3
123,4.0,"( ( ( G[250,inf]( G(x_1 <= 0.033) ) ) ∧ (x_2 <= 0.2705) ) ∧ ( G[242,inf]( (x_0 <= -0.0329) ∨ (x_0 => 1.3283) ) ) )",2,4,1.0,8,0
124,4.0,"( ( G( (x_1 => -0.5148) ∨ (x_2 => -0.6786) ) ) ∨ ( F[159,inf](x_1 => 4.0209) ) )",1,3,0.769231,10,3
125,4.0,"( ( G( (x_1 => -0.5148) ∨ (x_2 => -0.6786) ) ) ∨ ( F[159,inf](x_1 => 4.0209) ) )",1,3,0.769231,10,3
126,4.0,"( ( G[55,120](x_0 => 0.0493) ) ∧ ( G[274,inf]( (x_2 => -0.5577) ∧ ( F[23,inf](x_1 <= -0.4217) ) ) ) )",2,4,0.888889,8,1
127,5.0,"( G[28,163](x_1 => -0.3911) )",1,1,0.833333,15,3
128,4.0,"( ( G[55,120](x_0 => 0.0493) ) ∧ ( (x_2 <= -1.7002) ∨ ( F[224,inf](x_2 => 1.4351) ) ) )",2,3,0.875,7,1
129,4.0,"( ( G( (x_1 => -0.5148) ∨ (x_2 => -0.6786) ) ) ∨ ( F[159,inf](x_1 => 4.0209) ) )",1,3,0.769231,10,3
130,4.0,"( ( G[274,inf]( (x_2 => -0.5577) ∧ ( F[23,inf](x_1 <= -0.4217) ) ) ) ∧ ( F[135,147]( (x_1 => 1.9222) ∨ (x_2 => 0.534) ) ) )",2,4,0.875,7,1
131,5.0,"( G[28,163](x_1 => -0.3911) )",1,1,0.833333,15,3
