sample_idx,target_class,formula,n_picks,depth,precision_train,n_tp,n_fp
15,8.0,"( ( ( ( ( F[737,inf](x_0 <= -2.5216) ) ∧ ( ( G( F[179,382](x_2 <= -0.3844) ) ) ∨ ( G[949,inf]( (x_3 <= -12.0237) ∨ (x_5 => 18.3968) ) ) ) ) ∧ ( G[260,inf]( (x_3 => -0.8797) ∨ (x_5 => 0.8044) ) ) ) ∧ ( ( ( F[707,inf](x_0 => 1.965) ) ∨ (x_0 => 6.3022) ) ∨ ( G(x_2 => -0.7499) ) ) ) ∧ ( F[619,inf]( F[461,inf]( (x_1 <= 0.519) ∧ (x_1 => 0.3214) ) ) ) )",5,7,0.0,0,1
16,3.0,"( G( F[207,338](x_5 <= -0.2001) ) )",1,2,0.888889,8,1
17,3.0,"( G( F[207,338](x_5 <= -0.2001) ) )",1,2,0.888889,8,1
18,4.0,"( F( (x_3 => -0.2088) ∧ ( G[36,76](x_4 => 1.6866) ) ) )",1,3,0.888889,8,1
19,4.0,"( ( ( G[707,inf](x_0 <= -0.1761) ) ∧ (x_0 <= 4.1612) ) ∧ ( F(x_2 <= -2.891) ) )",1,3,0.818182,9,2
20,4.0,"( F( (x_3 => -0.2088) ∧ ( G[36,76](x_4 => 1.6866) ) ) )",1,3,0.888889,8,1
21,4.0,"( F( (x_3 => -0.2088) ∧ ( G[36,76](x_4 => 1.6866) ) ) )",1,3,0.888889,8,1
22,4.0,"( F( (x_3 => -0.2088) ∧ ( G[36,76](x_4 => 1.6866) ) ) )",1,3,0.888889,8,1
23,4.0,"( ( ( G[707,inf](x_0 <= -0.1761) ) ∧ (x_0 <= 4.1612) ) ∧ ( F(x_2 <= -2.891) ) )",1,3,0.818182,9,2
24,5.0,( F( (x_5 => 6.7452) ∧ (x_4 <= -2.6362) ) ),1,2,1.0,9,0
25,5.0,( F( (x_5 => 6.7452) ∧ (x_4 <= -2.6362) ) ),1,2,1.0,9,0
26,5.0,( F( (x_5 => 6.7452) ∧ (x_4 <= -2.6362) ) ),1,2,1.0,9,0
27,5.0,( F( (x_5 => 6.7452) ∧ (x_4 <= -2.6362) ) ),1,2,1.0,9,0
28,5.0,( F( (x_5 => 6.7452) ∧ (x_4 <= -2.6362) ) ),1,2,1.0,9,0
29,5.0,( F( (x_5 => 6.7452) ∧ (x_4 <= -2.6362) ) ),1,2,1.0,9,0
30,6.0,"( ( ( (x_2 => 0.2542) ∧ ( F[954,inf](x_1 <= -1.1247) ) ) ∧ ( (x_5 => 6.0489) ∨ (x_4 => -4.8396) ) ) ∧ ( F[16,285](x_1 => 3.1769) ) )",2,4,1.0,5,0
31,6.0,"( ( ( (x_2 => 0.2542) ∧ ( F[954,inf](x_1 <= -1.1247) ) ) ∧ ( (x_5 => 6.0489) ∨ (x_4 => -4.8396) ) ) ∧ ( F[16,285](x_1 => 3.1769) ) )",2,4,1.0,5,0
32,1.0,"( ( F( G[179,382](x_2 => 0.7128) ) ) ∧ ( F[949,inf]( (x_3 => -10.9265) ∧ (x_5 <= 17.2996) ) ) )",1,3,0.8,8,2
33,6.0,"( ( ( (x_2 => 0.2542) ∧ ( F[954,inf](x_1 <= -1.1247) ) ) ∧ ( (x_5 => 6.0489) ∨ (x_4 => -4.8396) ) ) ∧ ( G[21,28]( (x_5 <= 12.546) ∧ (x_2 => 0.4641) ) ) )",2,4,1.0,3,0
34,3.0,"( G( F[207,338](x_5 <= -0.2001) ) )",1,2,0.888889,8,1
35,6.0,"( ( ( (x_2 => 0.2542) ∧ ( F[954,inf](x_1 <= -1.1247) ) ) ∧ ( (x_5 => 6.0489) ∨ (x_4 => -4.8396) ) ) ∧ ( ( G[620,963]( F[41,77](x_2 => 0.4399) ) ) ∧ (x_3 => -7.4134) ) )",2,4,1.0,5,0
36,7.0,"( (x_2 <= -4.41) ∨ ( F[281,557]( (x_4 => 3.4724) ∧ (x_5 => 2.405) ) ) )",1,3,0.9,9,1
37,7.0,"( (x_2 <= -4.41) ∨ ( F[281,557]( (x_4 => 3.4724) ∧ (x_5 => 2.405) ) ) )",1,3,0.9,9,1
38,7.0,"( (x_2 <= -4.41) ∨ ( F[281,557]( (x_4 => 3.4724) ∧ (x_5 => 2.405) ) ) )",1,3,0.9,9,1
39,7.0,"( (x_2 <= -4.41) ∨ ( F[281,557]( (x_4 => 3.4724) ∧ (x_5 => 2.405) ) ) )",1,3,0.9,9,1
40,7.0,"( (x_2 <= -4.41) ∨ ( F[281,557]( (x_4 => 3.4724) ∧ (x_5 => 2.405) ) ) )",1,3,0.9,9,1
41,7.0,"( (x_2 <= -4.41) ∨ ( F[281,557]( (x_4 => 3.4724) ∧ (x_5 => 2.405) ) ) )",1,3,0.9,9,1
42,6.0,"( ( ( (x_2 => 0.2542) ∧ ( F[954,inf](x_1 <= -1.1247) ) ) ∧ ( (x_5 => 6.0489) ∨ (x_4 => -4.8396) ) ) ∧ ( G[804,inf]( (x_2 => 0.5447) ∨ (x_5 <= -0.7379) ) ) )",2,4,1.0,4,0
43,8.0,"( G[55,inf]( (x_4 <= 0.558) ∨ (x_5 => -0.4278) ) )",1,2,0.857143,6,1
44,8.0,"( G[55,inf]( (x_4 <= 0.558) ∨ (x_5 => -0.4278) ) )",1,2,0.857143,6,1
45,8.0,"( ( G[504,inf]( F[212,623](x_2 <= -1.7484) ) ) ∧ ( F[668,1101]( G[23,72](x_4 <= -1.437) ) ) )",2,3,0.833333,5,1
46,8.0,"( G[55,inf]( (x_4 <= 0.558) ∨ (x_5 => -0.4278) ) )",1,2,0.857143,6,1
47,6.0,"( ( ( (x_2 => 0.2542) ∧ ( F[954,inf](x_1 <= -1.1247) ) ) ∧ ( (x_5 => 6.0489) ∨ (x_4 => -4.8396) ) ) ∧ ( F[16,285](x_1 => 3.1769) ) )",2,4,1.0,5,0
48,9.0,"( F[211,578](x_0 => 4.3774) )",1,1,0.75,6,2
49,9.0,"( F[211,578](x_0 => 4.3774) )",1,1,0.75,6,2
50,9.0,"( F[211,578](x_0 => 4.3774) )",1,1,0.75,6,2
51,9.0,"( F[211,578](x_0 => 4.3774) )",1,1,0.75,6,2
52,6.0,"( ( G[21,28]( (x_5 <= 12.546) ∧ (x_2 => 0.4641) ) ) ∧ ( F( G[207,338](x_5 => 1.2388) ) ) )",2,3,0.75,3,1
53,9.0,"( F[26,764]( G[22,56]( (x_2 => 11.6554) ∨ (x_5 <= -1.9932) ) ) )",1,3,0.75,6,2
54,10.0,"( ( G[775,1178]( (x_2 => 8.8785) ∧ (x_2 => 9.1567) ) ) ∨ ( ( G[397,446](x_1 <= -1.2338) ) ∨ ( G[1139,inf](x_3 => 1.0571) ) ) )",1,3,0.888889,8,1
55,10.0,"( G[335,632](x_1 <= 0.1717) )",1,1,0.875,7,1
56,10.0,"( ( G[775,1178]( (x_2 => 8.8785) ∧ (x_2 => 9.1567) ) ) ∨ ( ( G[397,446](x_1 <= -1.2338) ) ∨ ( G[1139,inf](x_3 => 1.0571) ) ) )",1,3,0.888889,8,1
57,10.0,"( ( G[775,1178]( (x_2 => 8.8785) ∧ (x_2 => 9.1567) ) ) ∨ ( ( G[397,446](x_1 <= -1.2338) ) ∨ ( G[1139,inf](x_3 => 1.0571) ) ) )",1,3,0.888889,8,1
58,10.0,"( ( G[775,1178]( (x_2 => 8.8785) ∧ (x_2 => 9.1567) ) ) ∨ ( ( G[397,446](x_1 <= -1.2338) ) ∨ ( G[1139,inf](x_3 => 1.0571) ) ) )",1,3,0.888889,8,1
59,10.0,"( ( G[775,1178]( (x_2 => 8.8785) ∧ (x_2 => 9.1567) ) ) ∨ ( ( G[397,446](x_1 <= -1.2338) ) ∨ ( G[1139,inf](x_3 => 1.0571) ) ) )",1,3,0.888889,8,1
60,11.0,"( ( G( F[159,525]( G[0,94](x_1 => -0.1084) ) ) ) ∧ ( F[284,1078]( (x_2 => 1.7288) ∧ ( (x_1 <= -2.2632) ∧ (x_5 <= 4.1247) ) ) ) )",2,4,1.0,5,0
61,11.0,"( ( G( F[159,525]( G[0,94](x_1 => -0.1084) ) ) ) ∧ ( F[284,1078]( (x_2 => 1.7288) ∧ ( (x_1 <= -2.2632) ∧ (x_5 <= 4.1247) ) ) ) )",2,4,1.0,5,0
62,11.0,"( F[732,inf]( G[148,214]( (x_0 <= -0.9763) ∨ (x_0 => 0.8888) ) ) )",1,3,0.888889,8,1
63,11.0,"( F[732,inf]( G[148,214]( (x_0 <= -0.9763) ∨ (x_0 => 0.8888) ) ) )",1,3,0.888889,8,1
64,11.0,"( F[732,inf]( G[148,214]( (x_0 <= -0.9763) ∨ (x_0 => 0.8888) ) ) )",1,3,0.888889,8,1
65,11.0,"( F[732,inf]( G[148,214]( (x_0 <= -0.9763) ∨ (x_0 => 0.8888) ) ) )",1,3,0.888889,8,1
66,12.0,"( G[619,inf]( G[461,inf]( (x_1 => 1.3259) ∨ (x_1 <= -0.4855) ) ) )",1,3,0.833333,5,1
67,12.0,"( ( G[22,243]( ( G[312,422](x_2 => -5.341) ) ∧ (x_1 <= 1.0657) ) ) ∧ ( G[668,1101]( F[23,72](x_4 => 0.4749) ) ) )",2,4,1.0,2,0
68,12.0,"( G[619,inf]( G[461,inf]( (x_1 => 1.3259) ∨ (x_1 <= -0.4855) ) ) )",1,3,0.833333,5,1
69,12.0,"( G[619,inf]( G[461,inf]( (x_1 => 1.3259) ∨ (x_1 <= -0.4855) ) ) )",1,3,0.833333,5,1
70,12.0,"( G[619,inf]( G[461,inf]( (x_1 => 1.3259) ∨ (x_1 <= -0.4855) ) ) )",1,3,0.833333,5,1
71,12.0,"( G[619,inf]( G[461,inf]( (x_1 => 1.3259) ∨ (x_1 <= -0.4855) ) ) )",1,3,0.833333,5,1
