sample_idx,target_class,formula,n_picks,depth,precision_train,n_tp,n_fp
41,badminton_clear,"( ( ( ( (x_0 <= 40.0534) ∧ (x_3 => 20.6852) ) ∨ ( F[1,2](x_2 => 0.8653) ) ) ∧ ( G( (x_5 <= -7.1788) ∨ (x_5 => -2.706) ) ) ) ∧ ( G[8,12]( (x_4 => -1.2308) ∨ (x_3 <= -3.2576) ) ) )",3,4,0.9,9,1
42,badminton_clear,"( ( F[4,7](x_0 <= -1.4261) ) ∧ ( ( G[17,18](x_2 => -1.5375) ) ∧ (x_5 => -20.7227) ) )",2,3,0.809524,17,4
43,badminton_clear,"( ( F[10,12]( (x_3 <= 21.0504) ∧ (x_5 => 3.3372) ) ) ∧ ( G[16,inf]( (x_4 => -12.4422) ∧ (x_5 <= 1.5987) ) ) )",2,3,0.764706,13,4
44,badminton_clear,"( ( F[10,12]( (x_3 <= 21.0504) ∧ (x_5 => 3.3372) ) ) ∧ ( ( G[17,18](x_2 => -1.5375) ) ∧ (x_5 => -20.7227) ) )",2,3,1.0,13,0
45,badminton_smash,"( ( F[0,inf]( (x_4 => 10.3512) ∧ (x_5 => 1.0866) ) ) ∧ ( ( F(x_5 => 11.7921) ) ∨ ( F(x_4 <= -18.865) ) ) )",2,3,0.944444,17,1
46,badminton_clear,"( ( F[10,12]( (x_3 <= 21.0504) ∧ (x_5 => 3.3372) ) ) ∧ ( G[8,12]( (x_4 => -1.2308) ∨ (x_3 <= -3.2576) ) ) )",2,3,0.833333,10,2
47,badminton_clear,"( ( F[10,12]( (x_3 <= 21.0504) ∧ (x_5 => 3.3372) ) ) ∧ ( G[8,12]( (x_4 => -1.2308) ∨ (x_3 <= -3.2576) ) ) )",2,3,0.833333,10,2
48,badminton_smash,"( ( F[0,inf]( (x_4 => 10.3512) ∧ (x_5 => 1.0866) ) ) ∧ ( ( F(x_5 => 11.7921) ) ∨ ( F(x_4 <= -18.865) ) ) )",2,3,0.944444,17,1
49,badminton_clear,"( ( F[10,12]( (x_3 <= 21.0504) ∧ (x_5 => 3.3372) ) ) ∧ ( G[5,inf]( F[0,10](x_4 => 0.9695) ) ) )",2,3,0.875,14,2
50,badminton_clear,"( ( F[10,12]( (x_3 <= 21.0504) ∧ (x_5 => 3.3372) ) ) ∧ ( G[5,inf]( F[0,10](x_4 => 0.9695) ) ) )",2,3,0.875,14,2
51,badminton_clear,"( ( F[10,12]( (x_3 <= 21.0504) ∧ (x_5 => 3.3372) ) ) ∧ ( ( G[17,18](x_2 => -1.5375) ) ∧ (x_5 => -20.7227) ) )",2,3,1.0,13,0
52,badminton_clear,"( ( F[10,12]( (x_3 <= 21.0504) ∧ (x_5 => 3.3372) ) ) ∧ ( G[5,inf]( F[0,10](x_4 => 0.9695) ) ) )",2,3,0.875,14,2
53,badminton_clear,"( ( (x_5 <= -46.4079) ∨ ( F[4,9](x_0 <= -4.4205) ) ) ∧ ( G( (x_0 <= 8.0598) ∨ (x_4 <= 1.9153) ) ) )",2,3,0.916667,11,1
54,badminton_clear,"( ( F[10,12]( (x_3 <= 21.0504) ∧ (x_5 => 3.3372) ) ) ∧ ( G[5,inf]( F[0,10](x_4 => 0.9695) ) ) )",2,3,0.875,14,2
55,badminton_clear,"( ( (x_5 <= -46.4079) ∨ ( F[4,9](x_0 <= -4.4205) ) ) ∧ ( G( (x_0 <= 8.0598) ∨ (x_4 <= 1.9153) ) ) )",2,3,0.916667,11,1
56,badminton_clear,"( ( F[10,12]( (x_3 <= 21.0504) ∧ (x_5 => 3.3372) ) ) ∧ ( F( (x_5 => 11.6699) ∨ (x_0 => 26.304) ) ) )",2,3,0.769231,20,6
57,badminton_clear,"( ( ( F[10,12]( (x_3 <= 21.0504) ∧ (x_5 => 3.3372) ) ) ∧ ( (x_5 <= -46.4079) ∨ ( F[4,9](x_0 <= -4.4205) ) ) ) ∧ ( G( (x_0 <= 8.0598) ∨ (x_4 <= 1.9153) ) ) )",3,4,1.0,8,0
58,badminton_clear,"( ( F[10,12]( (x_3 <= 21.0504) ∧ (x_5 => 3.3372) ) ) ∧ ( ( G[17,18](x_2 => -1.5375) ) ∧ (x_5 => -20.7227) ) )",2,3,1.0,13,0
59,badminton_smash,"( ( F[0,inf]( (x_4 => 10.3512) ∧ (x_5 => 1.0866) ) ) ∧ ( ( F(x_5 => 11.7921) ) ∨ ( F(x_4 <= -18.865) ) ) )",2,3,0.944444,17,1
60,badminton_smash,"( ( ( F(x_5 => 11.7921) ) ∨ ( F(x_4 <= -18.865) ) ) ∧ ( F[16,inf]( (x_4 <= -13.1307) ∨ (x_5 => 2.2872) ) ) )",2,3,0.933333,14,1
61,badminton_clear,"( ( (x_5 <= -46.4079) ∨ ( F[4,9](x_0 <= -4.4205) ) ) ∧ ( G[1,2](x_0 => 0.8955) ) )",2,3,0.866667,13,2
62,badminton_clear,"( ( F[10,12]( (x_3 <= 21.0504) ∧ (x_5 => 3.3372) ) ) ∧ ( G[5,inf]( F[0,10](x_4 => 0.9695) ) ) )",2,3,0.875,14,2
63,badminton_clear,"( ( (x_2 <= -4.5507) ∨ ( G[4,7](x_1 <= 1.8304) ) ) ∧ ( ( G[17,18](x_2 => -1.5375) ) ∧ (x_5 => -20.7227) ) )",2,3,0.789474,15,4
64,badminton_clear,"( ( ( (x_2 <= -4.5507) ∨ ( G[4,7](x_1 <= 1.8304) ) ) ∧ ( G[8,12]( (x_4 => -1.2308) ∨ (x_3 <= -3.2576) ) ) ) ∧ ( G( (x_5 <= -7.1788) ∨ (x_5 => -2.706) ) ) )",3,4,0.9,9,1
65,badminton_clear,"( ( G[5,inf]( F[0,10](x_4 => 0.9695) ) ) ∧ ( G( (x_0 <= 9.3513) ∨ (x_4 <= 5.6375) ) ) )",2,3,0.76,19,6
66,badminton_clear,"( ( F[10,12]( (x_3 <= 21.0504) ∧ (x_5 => 3.3372) ) ) ∧ ( G[5,inf]( F[0,10](x_4 => 0.9695) ) ) )",2,3,0.875,14,2
67,badminton_clear,"( ( F[10,12]( (x_3 <= 21.0504) ∧ (x_5 => 3.3372) ) ) ∧ ( G[8,12]( (x_4 => -1.2308) ∨ (x_3 <= -3.2576) ) ) )",2,3,0.833333,10,2
68,badminton_clear,"( ( ( (x_2 <= -4.5507) ∨ ( G[4,7](x_1 <= 1.8304) ) ) ∧ ( G[8,12]( (x_4 => -1.2308) ∨ (x_3 <= -3.2576) ) ) ) ∧ ( G( (x_5 <= -7.1788) ∨ (x_5 => -2.706) ) ) )",3,4,0.9,9,1
69,badminton_smash,"( ( F[0,inf]( (x_4 => 10.3512) ∧ (x_5 => 1.0866) ) ) ∧ ( (x_2 => -3.3368) ∧ ( F[4,7](x_1 => 3.0443) ) ) )",2,3,1.0,16,0
70,badminton_clear,"( ( F[4,7](x_0 <= -1.4261) ) ∧ ( G( (x_0 <= 9.3513) ∨ (x_4 <= 5.6375) ) ) )",2,3,0.821429,23,5
71,badminton_clear,"( ( ( (x_2 <= -4.5507) ∨ ( G[4,7](x_1 <= 1.8304) ) ) ∧ ( G[8,12]( (x_4 => -1.2308) ∨ (x_3 <= -3.2576) ) ) ) ∧ ( G( (x_5 <= -7.1788) ∨ (x_5 => -2.706) ) ) )",3,4,0.9,9,1
72,badminton_clear,"( ( F[10,12]( (x_3 <= 21.0504) ∧ (x_5 => 3.3372) ) ) ∧ ( ( G[17,18](x_2 => -1.5375) ) ∧ (x_5 => -20.7227) ) )",2,3,1.0,13,0
73,badminton_smash,( ( ( F(x_5 => 11.7921) ) ∨ ( F(x_4 <= -18.865) ) ) ∧ ( ( F(x_4 => 9.6931) ) ∧ (x_4 <= 0.4592) ) ),2,3,0.875,21,3
74,badminton_clear,"( ( ( (x_2 <= -4.5507) ∨ ( G[4,7](x_1 <= 1.8304) ) ) ∧ ( G[8,12]( (x_4 => -1.2308) ∨ (x_3 <= -3.2576) ) ) ) ∧ ( G( (x_5 <= -7.1788) ∨ (x_5 => -2.706) ) ) )",3,4,0.9,9,1
75,badminton_smash,"( ( ( F(x_5 => 11.7921) ) ∨ ( F(x_4 <= -18.865) ) ) ∧ ( ( G[4,6](x_3 <= 0.4108) ) ∨ (x_1 <= -19.0762) ) )",2,3,0.866667,13,2
76,badminton_clear,"( ( (x_5 <= -46.4079) ∨ ( F[4,9](x_0 <= -4.4205) ) ) ∧ ( G( (x_0 <= 8.0598) ∨ (x_4 <= 1.9153) ) ) )",2,3,0.916667,11,1
77,badminton_clear,"( ( F[10,12]( (x_3 <= 21.0504) ∧ (x_5 => 3.3372) ) ) ∧ ( ( G[17,18](x_2 => -1.5375) ) ∧ (x_5 => -20.7227) ) )",2,3,1.0,13,0
78,badminton_clear,"( ( (x_2 <= -4.5507) ∨ ( G[4,7](x_1 <= 1.8304) ) ) ∧ ( ( G[17,18](x_2 => -1.5375) ) ∧ (x_5 => -20.7227) ) )",2,3,0.789474,15,4
79,badminton_smash,"( ( F[0,inf]( (x_4 => 10.3512) ∧ (x_5 => 1.0866) ) ) ∧ ( F[15,22]( (x_0 <= -6.3474) ∨ (x_5 <= -6.4522) ) ) )",2,3,0.818182,18,4
80,badminton_smash,"( ( F[14,19](x_5 => 3.8219) ) ∧ ( (x_2 => -3.3368) ∧ ( F[4,7](x_1 => 3.0443) ) ) )",2,3,1.0,9,0
81,squash_backhandboast,"( ( F[1,3]( (x_1 => 8.8075) ∨ (x_5 => 3.8068) ) ) ∧ ( (x_5 <= -2.7456) ∨ ( F[22,inf](x_1 => 4.9816) ) ) )",2,3,1.0,12,0
82,badminton_smash,"( ( F[0,inf]( (x_4 => 10.3512) ∧ (x_5 => 1.0866) ) ) ∧ ( ( F(x_5 => 11.7921) ) ∨ ( F(x_4 <= -18.865) ) ) )",2,3,0.944444,17,1
83,squash_forehandboast,"( F( G[4,6](x_5 <= -2.8305) ) )",1,2,0.761905,32,10
84,squash_forehandboast,"( F( G[4,6](x_5 <= -2.8305) ) )",1,2,0.761905,32,10
85,squash_forehandboast,"( ( F[4,6](x_3 => 5.1456) ) ∧ (x_1 => -14.3413) )",1,2,0.88,22,3
86,squash_forehandboast,"( F( G[4,6](x_5 <= -2.8305) ) )",1,2,0.761905,32,10
87,squash_forehandboast,"( ( F( G[3,10](x_3 <= -0.3076) ) ) ∧ ( ( G(x_4 <= 5.5591) ) ∨ (x_4 => 4.5932) ) )",2,3,0.956522,22,1
88,squash_forehandboast,"( ( F( G[3,10](x_3 <= -0.3076) ) ) ∧ ( ( G(x_4 <= 5.5591) ) ∨ (x_4 => 4.5932) ) )",2,3,0.956522,22,1
89,squash_forehandboast,"( ( F( G[3,10](x_3 <= -0.3076) ) ) ∧ ( (x_2 => -2.6089) ∧ ( F[4,7](x_1 => 3.7722) ) ) )",2,3,1.0,15,0
90,squash_forehandboast,"( F( G[4,6](x_5 <= -2.8305) ) )",1,2,0.761905,32,10
91,squash_forehandboast,"( ( F[4,6](x_3 => 5.1456) ) ∧ (x_1 => -14.3413) )",1,2,0.88,22,3
92,squash_forehandboast,"( G[10,12]( (x_3 => 25.3751) ∨ (x_5 <= -0.9874) ) )",1,2,0.78125,25,7
93,squash_forehandboast,"( F( G[4,6](x_5 <= -2.8305) ) )",1,2,0.761905,32,10
94,squash_forehandboast,"( ( F[4,6](x_3 => 5.1456) ) ∧ (x_1 => -14.3413) )",1,2,0.88,22,3
95,squash_forehandboast,"( ( F[4,6](x_3 => 5.1456) ) ∧ (x_1 => -14.3413) )",1,2,0.88,22,3
96,squash_backhandboast,"( F[1,inf]( (x_5 <= -6.0668) ∧ (x_2 <= -19.9199) ) )",1,2,0.766667,23,7
97,squash_forehandboast,"( F( G[4,6](x_5 <= -2.8305) ) )",1,2,0.761905,32,10
98,squash_forehandboast,"( G[10,12]( (x_3 => 25.3751) ∨ (x_5 <= -0.9874) ) )",1,2,0.78125,25,7
99,squash_forehandboast,"( F( G[4,6](x_5 <= -2.8305) ) )",1,2,0.761905,32,10
100,squash_forehandboast,"( F( G[4,6](x_5 <= -2.8305) ) )",1,2,0.761905,32,10
101,squash_forehandboast,"( F( G[4,6](x_5 <= -2.8305) ) )",1,2,0.761905,32,10
102,squash_forehandboast,"( ( F[4,6](x_3 => 5.1456) ) ∧ (x_1 => -14.3413) )",1,2,0.88,22,3
103,squash_forehandboast,"( F( G[4,6](x_5 <= -2.8305) ) )",1,2,0.761905,32,10
104,squash_forehandboast,"( ( F[4,6](x_3 => 5.1456) ) ∧ (x_1 => -14.3413) )",1,2,0.88,22,3
105,squash_forehandboast,"( G[10,12]( (x_3 => 25.3751) ∨ (x_5 <= -0.9874) ) )",1,2,0.78125,25,7
106,squash_forehandboast,"( ( F[4,6](x_3 => 5.1456) ) ∧ (x_1 => -14.3413) )",1,2,0.88,22,3
107,squash_forehandboast,"( F( G[4,6](x_5 <= -2.8305) ) )",1,2,0.761905,32,10
108,squash_forehandboast,"( ( F[4,6](x_3 => 5.1456) ) ∧ (x_1 => -14.3413) )",1,2,0.88,22,3
109,squash_forehandboast,"( ( F[4,6](x_3 => 5.1456) ) ∧ (x_1 => -14.3413) )",1,2,0.88,22,3
110,squash_forehandboast,( ( ( F(x_4 <= -9.5737) ) ∧ (x_1 => 0.5558) ) ∧ ( F( (x_5 => -6.0333) ∧ (x_5 <= -3.8515) ) ) ),2,3,0.925926,25,2
111,squash_forehandboast,"( F( G[4,6](x_5 <= -2.8305) ) )",1,2,0.761905,32,10
112,squash_forehandboast,"( F( G[4,6](x_5 <= -2.8305) ) )",1,2,0.761905,32,10
113,squash_forehandboast,"( G[10,12]( (x_3 => 25.3751) ∨ (x_5 <= -0.9874) ) )",1,2,0.78125,25,7
114,squash_backhandboast,"( ( F( G[7,9](x_3 => 1.7938) ) ) ∧ ( ( G[8,16](x_2 <= 7.7341) ) ∨ (x_2 <= -16.4415) ) )",2,3,0.78125,25,7
115,squash_backhandboast,"( F[1,inf]( (x_5 <= -6.0668) ∧ (x_2 <= -19.9199) ) )",1,2,0.766667,23,7
116,squash_forehandboast,"( F( G[4,6](x_5 <= -2.8305) ) )",1,2,0.761905,32,10
117,squash_forehandboast,"( G[10,12]( (x_3 => 25.3751) ∨ (x_5 <= -0.9874) ) )",1,2,0.78125,25,7
118,squash_backhandboast,"( ( G( (x_5 <= 7.7365) ∧ (x_0 <= 22.3706) ) ) ∧ ( F( G[7,9](x_3 => 1.7938) ) ) )",2,3,1.0,26,0
119,squash_backhandboast,"( ( G( (x_5 <= 7.7365) ∧ (x_0 <= 22.3706) ) ) ∧ ( F( G[7,9](x_3 => 1.7938) ) ) )",2,3,1.0,26,0
120,squash_backhandboast,"( ( G( (x_5 <= 7.7365) ∧ (x_0 <= 22.3706) ) ) ∧ ( G[1,2](x_0 => 4.6019) ) )",2,3,1.0,17,0
121,squash_backhandboast,"( F[1,inf]( (x_5 <= -6.0668) ∧ (x_2 <= -19.9199) ) )",1,2,0.766667,23,7
122,squash_backhandboast,"( F[1,inf]( (x_5 <= -6.0668) ∧ (x_2 <= -19.9199) ) )",1,2,0.766667,23,7
123,squash_backhandboast,"( F[1,inf]( (x_5 <= -6.0668) ∧ (x_2 <= -19.9199) ) )",1,2,0.766667,23,7
124,squash_backhandboast,"( F[1,inf]( (x_5 <= -6.0668) ∧ (x_2 <= -19.9199) ) )",1,2,0.766667,23,7
125,squash_backhandboast,"( F[1,inf]( (x_5 <= -6.0668) ∧ (x_2 <= -19.9199) ) )",1,2,0.766667,23,7
126,squash_backhandboast,"( F[1,inf]( (x_5 <= -6.0668) ∧ (x_2 <= -19.9199) ) )",1,2,0.766667,23,7
127,squash_backhandboast,"( F[1,inf]( (x_5 <= -6.0668) ∧ (x_2 <= -19.9199) ) )",1,2,0.766667,23,7
128,squash_backhandboast,"( F[1,inf]( (x_5 <= -6.0668) ∧ (x_2 <= -19.9199) ) )",1,2,0.766667,23,7
129,squash_backhandboast,"( F[1,inf]( (x_5 <= -6.0668) ∧ (x_2 <= -19.9199) ) )",1,2,0.766667,23,7
130,squash_backhandboast,"( F[1,inf]( (x_5 <= -6.0668) ∧ (x_2 <= -19.9199) ) )",1,2,0.766667,23,7
131,squash_backhandboast,"( F[1,inf]( (x_5 <= -6.0668) ∧ (x_2 <= -19.9199) ) )",1,2,0.766667,23,7
132,squash_backhandboast,"( ( G( (x_5 <= 7.7365) ∧ (x_0 <= 22.3706) ) ) ∧ ( F( G[7,9](x_3 => 1.7938) ) ) )",2,3,1.0,26,0
133,squash_backhandboast,"( ( F[1,3]( (x_1 => 8.8075) ∨ (x_5 => 3.8068) ) ) ∧ ( (x_5 <= -2.7456) ∨ ( F[22,inf](x_1 => 4.9816) ) ) )",2,3,1.0,12,0
134,squash_backhandboast,"( F[1,inf]( (x_5 <= -6.0668) ∧ (x_2 <= -19.9199) ) )",1,2,0.766667,23,7
135,squash_backhandboast,"( ( G( (x_5 <= 7.7365) ∧ (x_0 <= 22.3706) ) ) ∧ ( F( G[7,9](x_3 => 1.7938) ) ) )",2,3,1.0,26,0
136,squash_backhandboast,"( F[1,inf]( (x_5 <= -6.0668) ∧ (x_2 <= -19.9199) ) )",1,2,0.766667,23,7
137,squash_backhandboast,"( ( G( (x_5 <= 7.7365) ∧ (x_0 <= 22.3706) ) ) ∧ ( F( G[7,9](x_3 => 1.7938) ) ) )",2,3,1.0,26,0
138,squash_backhandboast,"( F[1,inf]( (x_5 <= -6.0668) ∧ (x_2 <= -19.9199) ) )",1,2,0.766667,23,7
139,squash_backhandboast,"( F[1,inf]( (x_5 <= -6.0668) ∧ (x_2 <= -19.9199) ) )",1,2,0.766667,23,7
140,squash_backhandboast,"( F[1,inf]( (x_5 <= -6.0668) ∧ (x_2 <= -19.9199) ) )",1,2,0.766667,23,7
141,squash_backhandboast,"( F[1,inf]( (x_5 <= -6.0668) ∧ (x_2 <= -19.9199) ) )",1,2,0.766667,23,7
142,squash_backhandboast,"( F[1,inf]( (x_5 <= -6.0668) ∧ (x_2 <= -19.9199) ) )",1,2,0.766667,23,7
143,squash_backhandboast,"( F[1,inf]( (x_5 <= -6.0668) ∧ (x_2 <= -19.9199) ) )",1,2,0.766667,23,7
144,squash_backhandboast,"( ( F[1,3]( (x_1 => 8.8075) ∨ (x_5 => 3.8068) ) ) ∧ ( ( G(x_5 <= 6.6478) ) ∧ ( G(x_4 => -13.7207) ) ) )",2,3,0.952381,20,1
145,squash_backhandboast,"( F[1,inf]( (x_5 <= -6.0668) ∧ (x_2 <= -19.9199) ) )",1,2,0.766667,23,7
146,squash_backhandboast,"( ( G( (x_5 <= 7.7365) ∧ (x_0 <= 22.3706) ) ) ∧ ( F( G[7,9](x_3 => 1.7938) ) ) )",2,3,1.0,26,0
147,squash_backhandboast,"( F[1,inf]( (x_5 <= -6.0668) ∧ (x_2 <= -19.9199) ) )",1,2,0.766667,23,7
148,squash_backhandboast,"( ( G( (x_5 <= 7.7365) ∧ (x_0 <= 22.3706) ) ) ∧ ( F( G[7,9](x_3 => 1.7938) ) ) )",2,3,1.0,26,0
149,squash_backhandboast,"( F[1,inf]( (x_5 <= -6.0668) ∧ (x_2 <= -19.9199) ) )",1,2,0.766667,23,7
